state;Counter
Sedimentation-Siltation,Phosphorus,Nitrogen;206
None;207
None;208
None;209
N;210
08/01/2006;211
Completed;212
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;213
None;214
None;215
99125702;216
RI;217
04-Water(NPS)-05;218
23756;219
Middletown: Slate Hill Farm Stormwater Retrofit;220
2004;221
$14,402;222
$0;223
$0;224
$0;225
$0;226
$0;227
$0;228
$40,000;229
$0;230
$0;231
$54,402;232
None;233
Y;234
01090004;235
010900040911;236
Sedimentation-Siltation,Phosphorus,Nitrogen;237
None;238
None;239
None;240
N;241
08/01/2006;242
Completed;243
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;244
None;245
None;246
99125702;247
approp_year;Counter
RI;248
04-Water(NPS)-05;249
23756;250
Middletown: Slate Hill Farm Stormwater Retrofit;251
2004;252
$14,402;253
$0;254
$0;255
$0;256
$0;257
$0;258
$0;259
$40,000;260
$0;261
$0;262
$54,402;263
None;264
Y;265
01090004;266
010900040911;267
Sedimentation-Siltation,Phosphorus,Nitrogen;268
None;269
None;270
None;271
N;272
08/01/2006;273
Completed;274
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;275
None;276
None;277
99125702;278
RI;279
04-Water(NPS)-05;280
23756;281
Middletown: Slate Hill Farm Stormwater Retrofit;282
2004;283
$14,402;284
$0;285
$0;286
$0;287
$0;288
$0;289
$0;290
$40,000;291
$0;292
$0;293
$54,402;294
None;295
Y;296
01090004;297
010900040911;298
Sedimentation-Siltation,Phosphorus,Nitrogen;299
None;300
None;301
None;302
N;303
08/01/2006;304
Completed;305
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;306
None;307
None;308
99125702;309
total_319_funds;Counter
RI;310
04-Water(NPS)-05;311
23756;312
Middletown: Slate Hill Farm Stormwater Retrofit;313
2004;314
$14,402;315
$0;316
$0;317
$0;318
$0;319
$0;320
$0;321
$40,000;322
$0;323
$0;324
$54,402;325
None;326
Y;327
01090004;328
010900040911;329
Sedimentation-Siltation,Phosphorus,Nitrogen;330
None;331
None;332
None;333
N;334
08/01/2006;335
Completed;336
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;337
None;338
None;339
99125702;340
RI;341
04-Water(NPS)-05;342
23756;343
Middletown: Slate Hill Farm Stormwater Retrofit;344
2004;345
$14,402;346
$0;347
$0;348
$0;349
$0;350
$0;351
$0;352
$40,000;353
$0;354
$0;355
$54,402;356
None;357
Y;358
01090004;359
010900040911;360
Sedimentation-Siltation,Phosphorus,Nitrogen;361
None;362
None;363
None;364
N;365
08/01/2006;366
Completed;367
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;368
None;369
None;370
99125702;371
project_dollars;Counter
RI;372
04-Water(NPS)-05;373
23756;374
Middletown: Slate Hill Farm Stormwater Retrofit;375
2004;376
$14,402;377
$0;378
$0;379
$0;380
$0;381
$0;382
$0;383
$40,000;384
$0;385
$0;386
$54,402;387
None;388
Y;389
01090004;390
010900040911;391
Sedimentation-Siltation,Phosphorus,Nitrogen;392
None;393
None;394
None;395
N;396
08/01/2006;397
Completed;398
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;399
None;400
None;401
99125702;402
RI;403
04-Water(NPS)-05;404
23756;405
Middletown: Slate Hill Farm Stormwater Retrofit;406
2004;407
$14,402;408
$0;409
$0;410
$0;411
$0;412
$0;413
$0;414
$40,000;415
$0;416
$0;417
$54,402;418
None;419
Y;420
01090004;421
010900040911;422
Sedimentation-Siltation,Phosphorus,Nitrogen;423
None;424
None;425
None;426
N;427
08/01/2006;428
Completed;429
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;430
None;431
None;432
99125702;433
program_dollars;Counter
RI;434
04-Water(NPS)-05;435
23756;436
Middletown: Slate Hill Farm Stormwater Retrofit;437
2004;438
$14,402;439
$0;440
$0;441
$0;442
$0;443
$0;444
$0;445
$40,000;446
$0;447
$0;448
$54,402;449
None;450
Y;451
01090004;452
010900040911;453
Sedimentation-Siltation,Phosphorus,Nitrogen;454
None;455
None;456
None;457
N;458
08/01/2006;459
Completed;460
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;461
None;462
None;463
99125702;464
RI;465
04-Water(NPS)-05;466
23756;467
Middletown: Slate Hill Farm Stormwater Retrofit;468
2004;469
$14,402;470
$0;471
$0;472
$0;473
$0;474
$0;475
$0;476
$40,000;477
$0;478
$0;479
$54,402;480
None;481
Y;482
01090004;483
010900040911;484
Sedimentation-Siltation,Phosphorus,Nitrogen;485
None;486
None;487
None;488
N;489
08/01/2006;490
Completed;491
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;492
None;493
None;494
99125702;495
epa_other;Counter
RI;496
04-Water(NPS)-05;497
23756;498
Middletown: Slate Hill Farm Stormwater Retrofit;499
2004;500
$14,402;501
$0;502
$0;503
$0;504
$0;505
$0;506
$0;507
$40,000;508
$0;509
$0;510
$54,402;511
None;512
Y;513
01090004;514
010900040911;515
Sedimentation-Siltation,Phosphorus,Nitrogen;516
None;517
None;518
None;519
N;520
08/01/2006;521
Completed;522
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;523
None;524
None;525
99125702;526
RI;527
04-Water(NPS)-05;528
23756;529
Middletown: Slate Hill Farm Stormwater Retrofit;530
2004;531
$14,402;532
$0;533
$0;534
$0;535
$0;536
$0;537
$0;538
$40,000;539
$0;540
$0;541
$54,402;542
None;543
Y;544
01090004;545
010900040911;546
Sedimentation-Siltation,Phosphorus,Nitrogen;547
None;548
None;549
None;550
N;551
08/01/2006;552
Completed;553
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;554
None;555
None;556
99125702;557
other_federal;Counter
RI;558
04-Water(NPS)-05;559
23756;560
Middletown: Slate Hill Farm Stormwater Retrofit;561
2004;562
$14,402;563
$0;564
$0;565
$0;566
$0;567
$0;568
$0;569
$40,000;570
$0;571
$0;572
$54,402;573
None;574
Y;575
01090004;576
010900040911;577
Sedimentation-Siltation,Phosphorus,Nitrogen;578
None;579
None;580
None;581
N;582
08/01/2006;583
Completed;584
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;585
None;586
None;587
99125702;588
RI;589
04-Water(NPS)-05;590
23756;591
Middletown: Slate Hill Farm Stormwater Retrofit;592
2004;593
$14,402;594
$0;595
$0;596
$0;597
$0;598
$0;599
$0;600
$40,000;601
$0;602
$0;603
$54,402;604
None;605
Y;606
01090004;607
010900040911;608
Sedimentation-Siltation,Phosphorus,Nitrogen;609
None;610
None;611
None;612
N;613
08/01/2006;614
Completed;615
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;616
None;617
None;618
99125702;619
state_funds;Counter
RI;620
04-Water(NPS)-05;621
23756;622
Middletown: Slate Hill Farm Stormwater Retrofit;623
2004;624
$14,402;625
$0;626
$0;627
$0;628
$0;629
$0;630
$0;631
$40,000;632
$0;633
$0;634
$54,402;635
None;636
Y;637
01090004;638
010900040911;639
Sedimentation-Siltation,Phosphorus,Nitrogen;640
None;641
None;642
None;643
N;644
08/01/2006;645
Completed;646
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;647
None;648
None;649
99125702;650
RI;651
04-Water(NPS)-05;652
23756;653
Middletown: Slate Hill Farm Stormwater Retrofit;654
2004;655
$14,402;656
$0;657
$0;658
$0;659
$0;660
$0;661
$0;662
$40,000;663
$0;664
$0;665
$54,402;666
None;667
Y;668
01090004;669
010900040911;670
Sedimentation-Siltation,Phosphorus,Nitrogen;671
None;672
None;673
None;674
N;675
08/01/2006;676
Completed;677
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;678
None;679
None;680
99125702;681
state_in_kind;Counter
RI;682
04-Water(NPS)-05;683
23756;684
Middletown: Slate Hill Farm Stormwater Retrofit;685
2004;686
$14,402;687
$0;688
$0;689
$0;690
$0;691
$0;692
$0;693
$40,000;694
$0;695
$0;696
$54,402;697
None;698
Y;699
01090004;700
010900040911;701
Sedimentation-Siltation,Phosphorus,Nitrogen;702
None;703
None;704
None;705
N;706
08/01/2006;707
Completed;708
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;709
None;710
None;711
99125702;712
RI;713
04-Water(NPS)-05;714
23756;715
Middletown: Slate Hill Farm Stormwater Retrofit;716
2004;717
$14,402;718
$0;719
$0;720
$0;721
$0;722
$0;723
$0;724
$40,000;725
$0;726
$0;727
$54,402;728
None;729
Y;730
01090004;731
010900040911;732
Sedimentation-Siltation,Phosphorus,Nitrogen;733
None;734
None;735
None;736
N;737
08/01/2006;738
Completed;739
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;740
None;741
None;742
99125702;743
local_funds;Counter
RI;744
04-Water(NPS)-05;745
23756;746
Middletown: Slate Hill Farm Stormwater Retrofit;747
2004;748
$14,402;749
$0;750
$0;751
$0;752
$0;753
$0;754
$0;755
$40,000;756
$0;757
$0;758
$54,402;759
None;760
Y;761
01090004;762
010900040911;763
Sedimentation-Siltation,Phosphorus,Nitrogen;764
None;765
None;766
None;767
N;768
08/01/2006;769
Completed;770
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;771
None;772
None;773
99125702;774
RI;775
04-Water(NPS)-05;776
23756;777
Middletown: Slate Hill Farm Stormwater Retrofit;778
2004;779
$14,402;780
$0;781
$0;782
$0;783
$0;784
$0;785
$0;786
$40,000;787
$0;788
$0;789
$54,402;790
None;791
Y;792
01090004;793
010900040911;794
Sedimentation-Siltation,Phosphorus,Nitrogen;795
None;796
None;797
None;798
N;799
08/01/2006;800
Completed;801
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;802
None;803
None;804
99125702;805
other_funds;Counter
RI;806
04-Water(NPS)-05;807
23756;808
Middletown: Slate Hill Farm Stormwater Retrofit;809
2004;810
$14,402;811
$0;812
$0;813
$0;814
$0;815
$0;816
$0;817
$40,000;818
$0;819
$0;820
$54,402;821
None;822
Y;823
01090004;824
010900040911;825
Sedimentation-Siltation,Phosphorus,Nitrogen;826
None;827
None;828
None;829
N;830
08/01/2006;831
Completed;832
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;833
None;834
None;835
99125702;836
RI;837
04-Water(NPS)-05;838
23756;839
Middletown: Slate Hill Farm Stormwater Retrofit;840
2004;841
$14,402;842
$0;843
$0;844
$0;845
$0;846
$0;847
$0;848
$40,000;849
$0;850
$0;851
$54,402;852
None;853
Y;854
01090004;855
010900040911;856
Sedimentation-Siltation,Phosphorus,Nitrogen;857
None;858
None;859
None;860
N;861
08/01/2006;862
Completed;863
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;864
None;865
None;866
99125702;867
local_in_kind;Counter
RI;868
04-Water(NPS)-05;869
23756;870
Middletown: Slate Hill Farm Stormwater Retrofit;871
2004;872
$14,402;873
$0;874
$0;875
$0;876
$0;877
$0;878
$0;879
$40,000;880
$0;881
$0;882
$54,402;883
None;884
Y;885
01090004;886
010900040911;887
Sedimentation-Siltation,Phosphorus,Nitrogen;888
None;889
None;890
None;891
N;892
08/01/2006;893
Completed;894
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;895
None;896
None;897
99125702;898
RI;899
04-Water(NPS)-05;900
23756;901
Middletown: Slate Hill Farm Stormwater Retrofit;902
2004;903
$14,402;904
$0;905
$0;906
$0;907
$0;908
$0;909
$0;910
$40,000;911
$0;912
$0;913
$54,402;914
None;915
Y;916
01090004;917
010900040911;918
Sedimentation-Siltation,Phosphorus,Nitrogen;919
None;920
None;921
None;922
N;923
08/01/2006;924
Completed;925
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;926
None;927
None;928
99125702;929
total_budget;Counter
RI;930
04-Water(NPS)-05;931
23756;932
Middletown: Slate Hill Farm Stormwater Retrofit;933
2004;934
$14,402;935
$0;936
$0;937
$0;938
$0;939
$0;940
$0;941
$40,000;942
$0;943
$0;944
$54,402;945
None;946
Y;947
01090004;948
010900040911;949
Sedimentation-Siltation,Phosphorus,Nitrogen;950
None;951
None;952
None;953
N;954
08/01/2006;955
Completed;956
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;957
None;958
None;959
99125702;960
RI;961
04-Water(NPS)-05;962
23756;963
Middletown: Slate Hill Farm Stormwater Retrofit;964
2004;965
$14,402;966
$0;967
$0;968
$0;969
$0;970
$0;971
$0;972
$40,000;973
$0;974
$0;975
$54,402;976
None;977
Y;978
01090004;979
010900040911;980
Sedimentation-Siltation,Phosphorus,Nitrogen;981
None;982
None;983
None;984
N;985
08/01/2006;986
Completed;987
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;988
None;989
None;990
99125702;991
description;Counter
RI;992
04-Water(NPS)-05;993
23756;994
Middletown: Slate Hill Farm Stormwater Retrofit;995
2004;996
$14,402;997
$0;998
$0;999
$0;1000
$0;1001
$0;1002
$0;1003
$40,000;1004
$0;1005
$0;1006
$54,402;1007
None;1008
Y;1009
01090004;1010
010900040911;1011
Sedimentation-Siltation,Phosphorus,Nitrogen;1012
None;1013
None;1014
None;1015
N;1016
08/01/2006;1017
Completed;1018
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;1019
None;1020
None;1021
99125702;1022
RI;1023
04-Water(NPS)-05;1024
23756;1025
Middletown: Slate Hill Farm Stormwater Retrofit;1026
2004;1027
$14,402;1028
$0;1029
$0;1030
$0;1031
$0;1032
$0;1033
$0;1034
$40,000;1035
$0;1036
$0;1037
$54,402;1038
None;1039
Y;1040
01090004;1041
010900040911;1042
Sedimentation-Siltation,Phosphorus,Nitrogen;1043
None;1044
None;1045
None;1046
N;1047
08/01/2006;1048
Completed;1049
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;1050
None;1051
None;1052
99125702;1053
will_has_load_reductions_ind;Counter
RI;1054
04-Water(NPS)-05;1055
23756;1056
Middletown: Slate Hill Farm Stormwater Retrofit;1057
2004;1058
$14,402;1059
$0;1060
$0;1061
$0;1062
$0;1063
$0;1064
$0;1065
$40,000;1066
$0;1067
$0;1068
$54,402;1069
None;1070
Y;1071
01090004;1072
010900040911;1073
Sedimentation-Siltation,Phosphorus,Nitrogen;1074
None;1075
None;1076
None;1077
N;1078
08/01/2006;1079
Completed;1080
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;1081
None;1082
None;1083
99125702;1084
RI;1085
04-Water(NPS)-05;1086
23756;1087
Middletown: Slate Hill Farm Stormwater Retrofit;1088
2004;1089
$14,402;1090
$0;1091
$0;1092
$0;1093
$0;1094
$0;1095
$0;1096
$40,000;1097
$0;1098
$0;1099
$54,402;1100
None;1101
Y;1102
01090004;1103
010900040911;1104
Sedimentation-Siltation,Phosphorus,Nitrogen;1105
None;1106
None;1107
None;1108
N;1109
08/01/2006;1110
Completed;1111
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;1112
None;1113
None;1114
99125702;1115
huc_8;Counter
RI;1116
04-Water(NPS)-05;1117
23756;1118
Middletown: Slate Hill Farm Stormwater Retrofit;1119
2004;1120
$14,402;1121
$0;1122
$0;1123
$0;1124
$0;1125
$0;1126
$0;1127
$40,000;1128
$0;1129
$0;1130
$54,402;1131
None;1132
Y;1133
01090004;1134
010900040911;1135
Sedimentation-Siltation,Phosphorus,Nitrogen;1136
None;1137
None;1138
None;1139
N;1140
08/01/2006;1141
Completed;1142
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;1143
None;1144
None;1145
99125702;1146
RI;1147
04-Water(NPS)-05;1148
23756;1149
Middletown: Slate Hill Farm Stormwater Retrofit;1150
2004;1151
$14,402;1152
$0;1153
$0;1154
$0;1155
$0;1156
$0;1157
$0;1158
$40,000;1159
$0;1160
$0;1161
$54,402;1162
None;1163
Y;1164
01090004;1165
010900040911;1166
Sedimentation-Siltation,Phosphorus,Nitrogen;1167
None;1168
None;1169
None;1170
N;1171
08/01/2006;1172
Completed;1173
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;1174
None;1175
None;1176
99125702;1177
huc_12;Counter
RI;1178
04-Water(NPS)-05;1179
23756;1180
Middletown: Slate Hill Farm Stormwater Retrofit;1181
2004;1182
$14,402;1183
$0;1184
$0;1185
$0;1186
$0;1187
$0;1188
$0;1189
$40,000;1190
$0;1191
$0;1192
$54,402;1193
None;1194
Y;1195
01090004;1196
010900040911;1197
Sedimentation-Siltation,Phosphorus,Nitrogen;1198
None;1199
None;1200
None;1201
N;1202
08/01/2006;1203
Completed;1204
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;1205
None;1206
None;1207
99125702;1208
RI;1209
04-Water(NPS)-05;1210
23756;1211
Middletown: Slate Hill Farm Stormwater Retrofit;1212
2004;1213
$14,402;1214
$0;1215
$0;1216
$0;1217
$0;1218
$0;1219
$0;1220
$40,000;1221
$0;1222
$0;1223
$54,402;1224
None;1225
Y;1226
01090004;1227
010900040911;1228
Sedimentation-Siltation,Phosphorus,Nitrogen;1229
None;1230
None;1231
None;1232
N;1233
08/01/2006;1234
Completed;1235
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;1236
None;1237
None;1238
99125702;1239
pollutants;Counter
RI;1240
04-Water(NPS)-05;1241
23756;1242
Middletown: Slate Hill Farm Stormwater Retrofit;1243
2004;1244
$14,402;1245
$0;1246
$0;1247
$0;1248
$0;1249
$0;1250
$0;1251
$40,000;1252
$0;1253
$0;1254
$54,402;1255
None;1256
Y;1257
01090004;1258
010900040911;1259
Sedimentation-Siltation,Phosphorus,Nitrogen;1260
None;1261
None;1262
None;1263
N;1264
08/01/2006;1265
Completed;1266
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;1267
None;1268
None;1269
99125702;1270
RI;1271
04-Water(NPS)-05;1272
23756;1273
Middletown: Slate Hill Farm Stormwater Retrofit;1274
2004;1275
$14,402;1276
$0;1277
$0;1278
$0;1279
$0;1280
$0;1281
$0;1282
$40,000;1283
$0;1284
$0;1285
$54,402;1286
None;1287
Y;1288
01090004;1289
010900040911;1290
Sedimentation-Siltation,Phosphorus,Nitrogen;1291
None;1292
None;1293
None;1294
N;1295
08/01/2006;1296
Completed;1297
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;1298
None;1299
None;1300
99125702;1301
n_lbsyr;Counter
RI;1302
04-Water(NPS)-05;1303
23756;1304
Middletown: Slate Hill Farm Stormwater Retrofit;1305
2004;1306
$14,402;1307
$0;1308
$0;1309
$0;1310
$0;1311
$0;1312
$0;1313
$40,000;1314
$0;1315
$0;1316
$54,402;1317
None;1318
Y;1319
01090004;1320
010900040911;1321
Sedimentation-Siltation,Phosphorus,Nitrogen;1322
None;1323
None;1324
None;1325
N;1326
08/01/2006;1327
Completed;1328
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;1329
None;1330
None;1331
99125702;1332
RI;1333
04-Water(NPS)-05;1334
23756;1335
Middletown: Slate Hill Farm Stormwater Retrofit;1336
2004;1337
$14,402;1338
$0;1339
$0;1340
$0;1341
$0;1342
$0;1343
$0;1344
$40,000;1345
$0;1346
$0;1347
$54,402;1348
None;1349
Y;1350
01090004;1351
010900040911;1352
Sedimentation-Siltation,Phosphorus,Nitrogen;1353
None;1354
None;1355
None;1356
N;1357
08/01/2006;1358
Completed;1359
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;1360
None;1361
None;1362
99125702;1363
p_lbsyr;Counter
RI;1364
04-Water(NPS)-05;1365
23756;1366
Middletown: Slate Hill Farm Stormwater Retrofit;1367
2004;1368
$14,402;1369
$0;1370
$0;1371
$0;1372
$0;1373
$0;1374
$0;1375
$40,000;1376
$0;1377
$0;1378
$54,402;1379
None;1380
Y;1381
01090004;1382
010900040911;1383
Sedimentation-Siltation,Phosphorus,Nitrogen;1384
None;1385
None;1386
None;1387
N;1388
08/01/2006;1389
Completed;1390
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;1391
None;1392
None;1393
99125702;1394
RI;1395
04-Water(NPS)-05;1396
23756;1397
Middletown: Slate Hill Farm Stormwater Retrofit;1398
2004;1399
$14,402;1400
$0;1401
$0;1402
$0;1403
$0;1404
$0;1405
$0;1406
$40,000;1407
$0;1408
$0;1409
$54,402;1410
None;1411
Y;1412
01090004;1413
010900040911;1414
Sedimentation-Siltation,Phosphorus,Nitrogen;1415
None;1416
None;1417
None;1418
N;1419
08/01/2006;1420
Completed;1421
<a href="https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:23756" target="_blank">VIEW</a>;1422
None;1423
None;1424
99125702;1425
sed_tonsyr;Counter
RI;1426
04-Water(NPS)-05;1427
23756;1428
Middletown: Slate Hill Farm Stormwater Retrofit;1429
2004;1430
$14,402;1431
$0;1432
$0;1433
$0;1434
$0;1435
$0;1436
$0;1437
$40,000;1438
$0;1439
$0;1440
$54,402;1441
None;1442
Y;1443
01090004;1444
010900040911;1445
Sedimentation-Siltation,Phosphorus,Nitrogen;1446
None;1447
None;1448
None;1449
N;1450
08/01/2006;1451
