"",".id","$ref","state","prj_seq","prj_title","total_319_funds","description","will_has_load_reductions_ind","project_type","huc_8","huc_12","statewide_ind","project_start_date","status","project_link","ws_protect_ind","watershed_plans","pollutants","Numeric_total_319_funds"
"291","items",NA,"MT",74720,"Nonpoint Source Mobile Field Study Station","$14,500","Overview
Livingston School Districts 4 and 1 are proposing to create a mobile water laboratory to conduct watershed study activities in the field or in close proximity to streams and rivers, namely Fleshman Creek and the Yellowstone River in Park County. The laboratory will be built inside a 8.5 x 32 feet bumper pull cargo trailer with 4600 pounds of carrying capacity. At the time of purchase, the trailer will feature four 30"" x 30"" windows, rear double doors, RV style curb-side walk-in door, LED lights, plywood walls inside, and a plywood floor. Upon fabrication of the trailer, it will feature solar panels and inverters, a generator, receptacles, storage areas, and 14 work stations. The Districts are requesting 319 funding to support the purchase of the trailer, solar panels and inverters, generator, and construction materials. The Districts, specifically students and teachers in the Industrial Technology, Agricultural Education and Future Farmers of America (FFA), and Art Departments, are proposing to fabricate the trailer into the laboratory. Teachers and students in the Industrial Technology and Agricultural Education and FFA Departments will complete all drafting, wiring, carpentry, and welding activities. Teachers and students in the Art Department will complete all exterior design and painting activities. Once fabricated, the Districts will supply the laboratory with equipment they own, including: mini laptop computers, Vernier probe ware, Global Water water-quality monitoring probes (dissolved oxygen, conductivity, temperature, depth, turbidity, and pH) and radio transmitter, GPA units, and microscopes. 

Objectives
One objective that can be measured and accomplished during the project period (15 months) is the actual fabrication of the mobile water laboratory. While they probably cannot be measured during the project period, other objectives of the project include: making water curriculum more practical oriented, making the instruction model more interactive and student centered, and making the learning environment more engaging. The Districts anticipate that the laboratory will improve classroom flexibility, affect positively on classroom practice, student motivation, and participation. Additionally, the laboratory may encourage more students to pursue careers in watershed stewardship. 

Methods
Livingston School Districts 4 and 1 are proposing to create a mobile water laboratory to conduct watershed study activities in the field or in close proximity to streams and rivers, namely Fleshman Creek and the Yellowstone River in Park County. The Districts will use the laboratory to facilitate curriculum-based hands-on learning activities in the areas of restoration, nonpoint source pollution, water-quality standards and monitoring, riparian management, weed control, and aquatic habitat. ","N","Project Implementation","10030101","100301010301","N","07/01/2012","Completed","<a href=""https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:74720"" target=""_blank"">VIEW</a>",NA,NA,NA,14500
"292","items",NA,"AR",46824,"Cross County Erosion Control Project","$450,000","Overview
Project implementation will be accomplished through the Cross County Conservation District.  Irrigation water conveyance (NRCS Code 430) and structure for water control (NRCS Code 587) will be the best management practices implemented in this project to reduce nonpoint source pollution.  Practice 430 reduces the potential for nonpoint source pollution compared to more traditional irrigation methods by 1) replacing other types of conveyances (e.g., ditches or channels) and 2) allowing for a more even distribution of water across the field.  Using pipeline instead of a ditch to move water reduces the movement of sediment, which increases water quality.  Also, the use of pipeline allows for a more even distribution of water across the field, which decreases runoff, thus increasing water quality as well.  Practice 587 (i.e., drop-pipes) this practice is identified in ANRC’s 9 element plan as a priority BMP for the L’Anguille.  It reduces the potential for nonpoint source pollution and increases water quality compared to unmanaged runoff from fields by 1) trapping sediment, 2) reducing gully erosion and 3) managing downstream runoff.  Installing drop-pipes stabilizes the grade where the field’s water runs off, therefore controlling erosion and preventing the formation of gullies, thus increasing water quality.  In addition to the environmental benefits (increased water quality) from these practices, landowners in the District will also benefit economically as well from the more efficient transport of water, therefore reducing water usage costs.

To achieve the goal of reducing erosion from field runoff, pipe will be installed both above ground and/or underground in the L’Anguille River and Lower St. Francis River watersheds within Cross County.  The pipes are structures used to control the water level and release of water in irrigated fields.  Their purpose is to prevent erosion, increase water quality, reduce damage to the land, make possible proper management of irrigation water and reduce water conveyance losses.  The installation of approximately 115,600 feet of pipe and pipe structures will affect 31,380 acres of land.  The expected minimum lifespan of these pipes is 20 years, depending on the type installed (e.g., steel, corrugated metal, etc.).  The District is making a significant investment in this project and wants to maintain these pipes to increase and protect the water quality in the watershed.  The District will provide a map showing the location of installed pipes and acres of land protected as the project nears the end.  The district will administer the operations of the project, assisting project participants with the requirements necessary to meet NRCS specifications reflected from the guidelines received from the NRCS technician.   Also, the district will monitor the purchase of the specified materials to meet NRCS requirements.  The district will also require that each participant sign a cooperative agreement that will be retained on file in the Cross County Conservation District office. The Distict will administer periodic checks until the end of the agreement period.  NRCS will provide technical assistance throughout the project.  The district will provide each participant with NRCS installation guidelines, Structure for Water Control (code 587, and/or Irrigation Water Conveyance (code 430DD) and along with NRCS will conduct periodical site visits during installations.  District personnel will gather latitude and longitude coordinates for installed practices and report those to ANRC.  

The conservation district will solicit landowners by means of newspaper, radio, newsletters and posting project information flyers in public places for participation in the project and will administer an application sign up period.  

Approximately 76% of the project management practices will be installed in the L’Anguille River Watershed while approximately 26% being installed in the Lower St. Francis Watershed.  This project will provide a significant amount of sediment control for Cross County.


Objectives
The purpose of this project is to 1) prevent erosion, 2) improve water quality, 3) decrease damage to the land and 4) reduce water conveyance losses through proper management of irrigation water.  Reducing erosion will reduce the amount of sediment entering the watershed, thus improving water quality.  Reducing or minimizing the amount of time water passes over the ground surface reduces the likelihood of erosion (i.e., sediment transport).  This will be accomplished by controlling the transmission, transference, recovery and reuse of water by use of above ground and/or underground piping.

Methods
BMP Implementation- Structures for water control and underground water conveyance.","Y","Project Implementation","08020401","080204010102","N","06/01/2009","Completed","<a href=""https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:46824"" target=""_blank"">VIEW</a>",NA,NA,"Sedimentation-Siltation",450000
"293","items",NA,"AR",117342,"Arkansas Silviculture BMPs Outreach ","$45,600","Improve the Forestry BMP implementation rate on Arkansas’s privately owned forestlands by increasing the general knowledge of BMPs and their importance. ","N","Project Implementation","08020401","080204010102","N","10/01/2021",NA,"<a href=""https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:117342"" target=""_blank"">VIEW</a>","N",NA,NA,45600
"294","items",NA,"WA",27040,"TMDL Development and Implementation","$545,805","Overview
•   Coordinate implementation of TMDL
•   Seek grant opportunities for implementation projects each year
•   Hold annual tracking meetings & update DIP tracking database
•   Complete technical assistance or education site visit(s) each year
•   Submit Water Quality Improvement Reports for temperature, pH and dissolved oxygen to EPA

Objectives
Work on assigned TMDLs throughout each Ecology region and meet TMDL goals agreed upon by the state and EPA.

TMDLs: Yakima River-Mainstem, Curlew Lake, Juanita Creek Beach, Des Moines Basin, Lake Washington, Newaukum Creek, Squalicum Creek, Padden Creek, Salmon Creek

Methods
Working with the public to create workable TMDL implementation strategies and establish relationships with the public to further implementation efforts.","N","Project Implementation","17030003","170300030503","N","07/01/2007","On Schedule","<a href=""https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:27040"" target=""_blank"">VIEW</a>",NA,NA,NA,545805
"295","items",NA,"WA",100271,"Naches River Basin Water Quality Restoration Project ","$0","Overview
The Naches River Basin Water Quality Restoration Project addresses a 303(d) stream temperature listing in the Naches River by implementing riparian vegetation recovery actions. This project will establish and improve 63 acres of floodplain and riparian vegetation and begin establishing 75-foot buffers along 4,652 feet of the Naches River main stem and its side channels.  It will also plan improvements across 114 additional acres and 9,652 feet of stream bank.

Objectives

			 The goal is to address the stream temperature 303(d) listing in the lower Naches River by increasing
			 shade availability alongside channels and floodways and to improve overall floodplain health by
			 implementing riparian vegetation restoration actions. Riparian buffer establishment with the
			 appropriate trees and shrubs will provide long-term shade, reduce solar radiation, improve hyporheic
			 exchange and groundwater surface water recharge, and establish a source of large wood recruitment.
			 Over the long-term, much of this area will convert to fully connected and functional floodplain and
			 side channels along the Naches River.
		  

Methods

			 All required landowner agreements, permitting documentation, cultural resource determinations,
			 riparian planting plans, and ECOLOGY forms.
			 * Approximately 2,500 native riparian trees and shrubs installed and established on seven floodplain
			 acres and along 1,600 feet of side channel.
			 * Treatment of noxious and invasive weed species across 37 total floodplain acres (including those
			 being planted) reducing competition with established and newly planted native vegetation.
			 * Monitored and maintained plantings with greater than 80% plant survival.
		  ","Y","Project Implementation","17030003","170300030503","N","07/10/2015",NA,"<a href=""https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:100271"" target=""_blank"">VIEW</a>","N","2004 Yakima Subbasin Plan [Implementing Plan]","Sedimentation-Siltation, Phosphorus, Nitrogen, Biochemical Oxygen Demand (BOD)",0
"296","items",NA,"MI",106548,"Ox Creek Low Impact Development - Phase I","$743,396","The overall project goal is to reduce priority pollutants (sediment and flow) and begin Phase I of the restoration of an impaired water body (Ox Creek) and make substantial progress towards achieving TMDL TSS load reduction targets.

Goal 1. Reduce high priority pollutants (sediment and flow) by implementing green infrastructure BMPs in the highest priority urban management area in the Ox Creek watershed

Goal 2.  Implement public education to expand LID BMPs in the Orchards Mall Retail District. 
•	Continue steering committee meetings of the Ox Creek Restoration Partnership ","N","Project Implementation","04050001","040500012509","N","09/14/2018","On Schedule","<a href=""https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:106548"" target=""_blank"">VIEW</a>","N","<a href=""https://ofmpub.epa.gov/apex/grts/GRTSADM.download_my_file?p_file=223084&p_page=PROJECT"">Paw Paw River WMP</a> [Implementing Plan]",NA,743396
"297","items",NA,"OK",118156,"FY2021-FY2022 §319(h) Project 3, Ambient Cycle 1.5 and Implementation Monitoring Program","$452,539","Overview
The purpose of this project is to implement year 21 of the Rotating Basin Monitoring Program (RBMP) and continue monitoring efforts for priority watershed projects.  Implementation of the RBMP will allow for the assessment of the beneficial use support status of streams in the relevant watersheds, the collection of information about nonpoint sources of pollution, and the evaluation of success of NPS implementation and education efforts by this and other programs. Implementation monitoring efforts will continue necessary data collection to evaluate water quality and other impacts of ongoing priority watershed implementation projects (e.g., NWQI, RCPP).

Objectives
The objectives of this portion of OCC’s program include providing the staff support, vehicles, laboratory analysis, supplies, contracting, and travel costs to: 
•	Identify NPS threatened and impaired waterbodies to give an accurate assessment of Oklahoma’s water quality as affected by NPS pollution;
•	Identify sources and causes of NPS pollution as well as land use and best management practices that prevent NPS pollution from threatening waterbodies;
•	Gather needed data to more intensively assess streams where impairment is identified to verify the causes of impairment, identify categorical and geographical sources and to gather other data needed to allow planning restoration strategies; 
•	Check water bodies previously identified as affected by NPS pollution to determine if threats or impairment continue;
•	Evaluate successes and failures of various controls, best management practices, and education programs aimed at improving and protecting water quality.

Methods
Biological, habitat, physical and chemical water quality monitoring, landuse assessment and potential source identification","N","Project Implementation","11070103","110701030508","N","01/01/2021",NA,"<a href=""https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:118156"" target=""_blank"">VIEW</a>","N","Eucha/Spavinaw Watershed Plan [Implementing Plan], Grand Lake Watershed Based Plan [Implementing Plan], Lake Hudson Watershed Based Plan [Developing Plan], Little Beaver Creek Watershed Based Plan [Implementing Plan], Spring Creek Watershed Based Plan [Developing Plan]",NA,452539
"298","items",NA,"UT",13494,"San Pitch River Watershed TMDL Implementation - continuation","$200,000","Overview
The San Pitch River Watershed is currently active in the watershed planning process and the development of TMDLs for impaired water bodies. The San pitch River Stewardship Group has identified a number of demonstration projects that would serve as models for the abatement of non-point sources of total dissolved solids and total phosphorus.

Objectives
Goal #1: Assist one animal feeding operation  to implement a comprehensive nutrient management plan. Goal #2: Improve stability of the stream channel and enhance the riparian corridor to reduce sediment, salt and nutrient loading. Goal #3: Improve upland management practices to reduce sediment and nutrient runoff to the river and its tributaries. Goal #4: Improve pasture condition and management to reduce runoff and sources of salinity. Goal #5: Install sprinkler system and implement water conservation practices to reduce salt laden return flows. Goal #6: Corral improvement to reduce manure runoff to surface water. Goal #7: Inform and educate the community about NPS pollution and maintaining and improving water quality within the watershed. 3.2	Objectives and Tasks Goal #1:  Assist one animal feeding operation in the San Pitch River watershed to implement and demonstrate containment, proper application and utilization of animal manures using Best Management Practices (BMPs) with Comprehensive Nutrient Management Plans (CNMPs). Objective 1: Develop one animal waste system to ensure total containment of animal manure and reduce pollutants entering the San Pitch River drainage. Task 1- Select and identify project cooperator, develop an AWM system using BMPs and                   CNMPs, and implement project. Priority will be given to a project that will yield benefits  to the fishery in the upper river through nutrient load reductions. This project will be selected by the Stewardship Group. Output: One (1) animal waste management system. Total Cost: $45,000	319: $27,000		Match: $ 18,000 Goal #2: Improve stability of the stream channel and enhance the riparian corridor to reduce sediment, TDS and nutrient loading to the river and its tributaries. Objective 1: Develop project to reduce sediment and nutrient loading to the river through improved function of the stream bank and riparian area. Task 2 - Select and identify project cooperator, develop, and implement stream bank and riparian               improvement plan using BMPs and bioengineering principles (such as willow revetment,               grassed waterways, willow plantings, etc.). Selection will be prioritized for areas where                 fishery habitat will benefit from stream bank restoration. Currently, approximately 1.5  miles of stream bank have been identified for treatment and will us the entire funding for restoration. This project is located in the Upper Northern part of the watershed. Priority for additional treatment areas will be placed on stream banks contiguous with those currently identified. Output: One (1) stream bank restoration project. Total Cost: $16,167	319: $9,700		Match: $6,467 Goal #3: Improve upland management practices to reduce sediment, TDS, and nutrient runoff to the river and its tributaries. Objective 1: Reduce non-point source TDS pollution, sediment and nutrients from improved upland management and /or reseeding. Task 3 - Develop and implement upland management plan using BMPs. This will likely be a                     combination of shrub removal and reseeding and grazing management. Several areas of                 eroding rangeland have bee identified thought the TMDL study for which habitat                           improvements and control of sedimentation from strongly saline soils will likely reduce  TDS loading from uplands. Out of the several projects one has been identified to meet   the upland management requirements to reduce the sediment for saline soils through brush removal and seeding on 500 acres west of Ephraim. Output: One (1) upland reseeding/management project. Total Cost: $18,000	319: $10,800		Match: $7,200 Goal #4:  Improve pasture land in valley bottom to reduce sediment and moderate irrigation return flows containing salinity. Objective 1: Reduce the contribution of non-point sources of TDS from erosion and runoff from                 pastures. Task 4 ? Identify cooperators and implement a comb

Methods
Goal #1:  Assist one animal feeding operations in the San Pitch River watershed to implement and demonstrate containment, proper application and utilization of animal manures using Best Management Practices. Cooperator has yet to be identified but priority will be placed on locating an operation in the Upper River. Goal #2: Improve stability of the stream channel and enhance the riparian corridor to reduce sediment nutrient loading to the river and its tributaries. The contribution of sediment before project is estimated at 75.1 tons/yr bank erosion with an overall reduction of sediment after project estimated at 28.8 tons/yr bank erosion. Goal #3: Improve upland condition and management practices to reduce sediment and nutrient runoff to the river and its tributaries. Approximately 500 acres will be treated west of Ephraim on ground of saline soils. Goal #4: Improve pasture condition and irrigation management practices to reduce TDS and runoff to the river and its tributaries. Reseeding on meadows and pasture land (~1000 acres) Goal #5:  Replace flood irrigation with sprinkler system to reduce water usage and runoff from saline soils. The amount of runoff and usages has been estimated for the 52 acres to be 17?/ acre of flood irrigation practice and 9?/acre for sprinkler irrigation with an overall reduction of water usage of 8?/ acre after project completion. Goal #6:  Implement corral improvement project to reduce manure runoff to surface water. This project is estimated to be producing 53 tons of yearly. We estimate the an overall improvement of 26.5 tons of manure runoff assuming that 50% of nutrients are entering the surface waters. Goal #7:  Inform and educate the community concerning non-point source pollution and the importance of maintaining and improving water quality within the watershed. We will continue to educate and inform the public on the pollution sources that are important to the watershed.","Y","Project Implementation","16030004","160300040102","N","09/01/2004","Completed","<a href=""https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:13494"" target=""_blank"">VIEW</a>",NA,NA,"Sedimentation-Siltation, Phosphorus, Nitrogen, Biochemical Oxygen Demand (BOD)",2e+05
"299","items",NA,"UT",13667,"San Pitch River Watershed Project - TMDL Implementation","$113,300","Overview
The San Pitch River Watershed is currently active in the watershed planning process and the development of TMDLs for impaired water bodies. The San pitch River Stewardship Group has identified a number of demonstration projects that would serve as models for the abatement of non-point sources of total dissolved solids and total phosphorus.

Objectives
Goal #1: Assist one animal feeding operation  to implement a comprehensive nutrient management plan. Goal #2: Improve stability of the stream channel and enhance the riparian corridor to reduce sediment, salt and nutrient loading. Goal #3: Improve upland management practices to reduce sediment and nutrient runoff to the river and its tributaries. Goal #4: Improve pasture condition and management to reduce runoff and sources of salinity. Goal #5: Install sprinkler system and implement water conservation practices to reduce salt laden return flows. Goal #6: Corral improvement to reduce manure runoff to surface water. Goal #7: Inform and educate the community about NPS pollution and maintaining and improving water quality within the watershed. 3.2	Objectives and Tasks Goal #1:  Assist one animal feeding operation in the San Pitch River watershed to implement and demonstrate containment, proper application and utilization of animal manures using Best Management Practices (BMPs) with Comprehensive Nutrient Management Plans (CNMPs). Objective 1: Develop one animal waste system to ensure total containment of animal manure and reduce pollutants entering the San Pitch River drainage. Task 1- Select and identify project cooperator, develop an AWM system using BMPs and                   CNMPs, and implement project. Priority will be given to a project that will yield benefits  to the fishery in the upper river through nutrient load reductions. This project will be selected by the Stewardship Group. Output: One (1) animal waste management system. Total Cost: $45,000	319: $27,000		Match: $ 18,000 Goal #2: Improve stability of the stream channel and enhance the riparian corridor to reduce sediment, TDS and nutrient loading to the river and its tributaries. Objective 1: Develop project to reduce sediment and nutrient loading to the river through improved function of the stream bank and riparian area. Task 2 - Select and identify project cooperator, develop, and implement stream bank and riparian               improvement plan using BMPs and bioengineering principles (such as willow revetment,               grassed waterways, willow plantings, etc.). Selection will be prioritized for areas where                 fishery habitat will benefit from stream bank restoration. Currently, approximately 1.5  miles of stream bank have been identified for treatment and will us the entire funding for restoration. This project is located in the Upper Northern part of the watershed. Priority for additional treatment areas will be placed on stream banks contiguous with those currently identified. Output: One (1) stream bank restoration project. Total Cost: $16,167	319: $9,700		Match: $6,467 Goal #3: Improve upland management practices to reduce sediment, TDS, and nutrient runoff to the river and its tributaries. Objective 1: Reduce non-point source TDS pollution, sediment and nutrients from improved upland management and /or reseeding. Task 3 - Develop and implement upland management plan using BMPs. This will likely be a                     combination of shrub removal and reseeding and grazing management. Several areas of                 eroding rangeland have bee identified thought the TMDL study for which habitat                           improvements and control of sedimentation from strongly saline soils will likely reduce  TDS loading from uplands. Out of the several projects one has been identified to meet   the upland management requirements to reduce the sediment for saline soils through brush removal and seeding on 500 acres west of Ephraim. Output: One (1) upland reseeding/management project. Total Cost: $18,000	319: $10,800		Match: $7,200 Goal #4:  Improve pasture land in valley bottom to reduce sediment and moderate irrigation return flows containing salinity. Objective 1: Reduce the contribution of non-point sources of TDS from erosion and runoff from                 pastures. Task 4 ? Identify cooperators and implement a comb

Methods
Goal #1:  Assist one animal feeding operations in the San Pitch River watershed to implement and demonstrate containment, proper application and utilization of animal manures using Best Management Practices. Cooperator has yet to be identified but priority will be placed on locating an operation in the Upper River. Goal #2: Improve stability of the stream channel and enhance the riparian corridor to reduce sediment nutrient loading to the river and its tributaries. The contribution of sediment before project is estimated at 75.1 tons/yr bank erosion with an overall reduction of sediment after project estimated at 28.8 tons/yr bank erosion. Goal #3: Improve upland condition and management practices to reduce sediment and nutrient runoff to the river and its tributaries. Approximately 500 acres will be treated west of Ephraim on ground of saline soils. Goal #4: Improve pasture condition and irrigation management practices to reduce TDS and runoff to the river and its tributaries. Reseeding on meadows and pasture land (~1000 acres) Goal #5:  Replace flood irrigation with sprinkler system to reduce water usage and runoff from saline soils. The amount of runoff and usages has been estimated for the 52 acres to be 17?/ acre of flood irrigation practice and 9?/acre for sprinkler irrigation with an overall reduction of water usage of 8?/ acre after project completion. Goal #6:  Implement corral improvement project to reduce manure runoff to surface water. This project is estimated to be producing 53 tons of yearly. We estimate the an overall improvement of 26.5 tons of manure runoff assuming that 50% of nutrients are entering the surface waters. Goal #7:  Inform and educate the community concerning non-point source pollution and the importance of maintaining and improving water quality within the watershed. We will continue to educate and inform the public on the pollution sources that are important to the watershed.","Y","Project Implementation","16030004","160300040102","N","05/19/2003","Completed","<a href=""https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:13667"" target=""_blank"">VIEW</a>",NA,NA,"Suspended solids, Sedimentation-Siltation, Phosphorus, Nitrogen, Biochemical Oxygen Demand (BOD)",113300
"300","items",NA,"UT",13809,"San Pitch River Watershed TMDL Implementation - continuation","$225,000","Overview
Several water bodies within the San Pitch River Watershed are currently not meeting their designated beneficial uses due to total dissolved solids concentrations. A Total Maximum Daily Load (TMDL) analysis has been submitted to the EPA in April, 2003. In addition, the upper San Pitch River is designated as a 3A coldwater fishery, and has been identified by the UT Division of Water Quality as having high concentrations of total phosphorus, requiring further evaluation. This Demonstration Project Implementation Plan (PIP) addresses the primary sources of dissolved solids and other pollutant sources which have been identified through TMDL development and 305b reporting. With the support and direction of the Watershed Stewardship Group we will design and implement projects for several categories of non-point source pollution. These will include the development of a comprehensive nutrient management plan (CNMP), corral improvements, irrigation management, and range management to reduce upland erosion of saline soils, well head protection, riparian restoration, and pasture improvements. Because comprehensive nutrient management plans are a necessity in most areas of the San Pitch River funding for CNMP’s are easier to come by with other grant sources. Our focus will be lean more towards all other improvements in the San Pitch River Watershed. By demonstrating all improvement practices to area producers and stakeholders we hope to encourage them to adopt and implement similar activities to address their own water quality problems as well as improving critical species habitat. In addition, a separate state-wide proposal outlines the goals and tasks for a watershed coordinator to assist the San Pitch River Watershed Stewardship Group in developing a watershed plan to address non-point source pollution for a variety of sources, which is over 70% complete and should go to public comment in the Fall of 2005.

Objectives
Goal#1:  Assist animal feeding operations to implement a comprehensive management plan to reduce manure runoff to surface water contamination. Goal#2:  Improve stability of the stream channel and enhance the riparian corridor to reduce sediment, salt and nutrient loading. Goal#3:  Improve pasture condition and implement management practices that help to improve and protect well head area's to reduce runoff and sources of salinity. Goal#4:  Improce upland management practices to reduce sediment and nutriend runoff to the river and its tributaries. Goal#5:  Install irrigation management systems and implement water conservation practices to reduce salt laden return flows","Y","Project Implementation","16030004","160300040102","N","01/01/2007","Completed","<a href=""https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:13809"" target=""_blank"">VIEW</a>",NA,NA,"Sedimentation-Siltation, Phosphorus, Nitrogen",225000
"301","items",NA,"UT",20682,"San Pitch River Watershed TMDL Implementation - continuation","$200,000","Overview
Several water bodies within the San Pitch River Watershed are currently not meeting their designated beneficial uses due to total dissolved solids concentrations. A Total Maximum Daily Load (TMDL) analysis has been submitted to the EPA in April, 2003. In addition, the upper San Pitch River is designated as a 3A coldwater fishery, and has been identified by the UT Division of Water Quality as having high concentrations of total phosphorus, requiring further evaluation. This Demonstration Project Implementation Plan (PIP) addresses the primary sources of dissolved solids and other pollutant sources which have been identified through TMDL development and 305b reporting. With the support and direction of the Watershed Stewardship Group we will design and implement projects for several categories of non-point source pollution. These will include the development of a comprehensive nutrient management plan (CNMP), corral improvements, irrigation management, and range management to reduce upland erosion of saline soils, well head protection, riparian restoration, and pasture improvements. Because comprehensive nutrient management plans are a necessity in most areas of the San Pitch River funding for CNMP’s are easier to come by with other grant sources. Our focus will be lean more towards all other improvements in the San Pitch River Watershed. By demonstrating all improvement practices to area producers and stakeholders we hope to encourage them to adopt and implement similar activities to address their own water quality problems as well as improving critical species habitat. In addition, a separate state-wide proposal outlines the goals and tasks for a watershed coordinator to assist the San Pitch River Watershed Stewardship Group in developing a watershed plan to address non-point source pollution for a variety of sources, which is over 70% complete and should go to public comment in the Fall of 2005.

Objectives
Goal#1:  Assist animal feeding operations to implement a comprehensive management plan to reduce manure runoff to surface water contamination. Goal#2:  Improve stability of the stream channel and enhance the riparian corridor to reduce sediment, salt and nutrient loading. Goal#3:  Improve pasture condition and implement management practices that help to improve and protect well head area's to reduce runoff and sources of salinity. Goal#4:  Improce upland management practices to reduce sediment and nutriend runoff to the river and its tributaries. Goal#5:  Install irrigation management systems and implement water conservation practices to reduce salt laden return flows�Goal#6:  Inform and educate the community about NPS pollution and maintaining and improving water quality within the watershed.

Methods
The San Pitch River Watershed is currently active in the watershed planning process and the implementation of TMDL's for impaired water bodies. The San Pitch River Stewardship Group has identified a number of projects that would serve as models for the abatement of non-point sources of total dissolved solids and total phosphorus.","Y","Project Implementation","16030004","160300040102","N","01/01/2009","Completed","<a href=""https://ordspub.epa.gov/ords/grts/f?p=grts:700:::NO:RP,700:P700_PRJ_SEQ:20682"" target=""_blank"">VIEW</a>",NA,NA,"Sedimentation-Siltation, Phosphorus, Nitrogen, Biochemical Oxygen Demand (BOD)",2e+05
